Отметка времени,Возраст,Пол,Образование,Балл,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,А такой?,Как бы ты назвал этот цвет?,А такой?,А такой?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,Что это за цвет?,А вот такой?,А вот такой?,Хорошо идёшь! А это какой цвет?,Здесь тоже есть цвет! Какой?,А это какой цвет?,А это какой цвет?,А это какой цвет?,Ещё чуть-чуть!,Последние три!,Ты молодец!,"Последний, честно!",Можешь вспомнить название?,"Есть ли у тебя особенности зрения, связанные с восприятием цветов (дальтонизм, цветовая агнозия, монохромазия и т.д.)?",Сумма
15.06.2019 14:56:01,29,мужской,"Архитектура, дизайн, фотография, визуальные искусства",12,Синий,Оранжевый,Коричневый,Тёмно-зеленый,Сиреневый,Молочный шоколяд,Тёмно-синий,Марун,Фиолетовый, Бирюзовый,Персиковый,Ваниль,Тёмно-серый,Баклажановый,Кислотно-розовый,Чёрный,Светло-синий,Ярко-красный,Серый,Обоссаный снег,Приятный красный,Болотный,Белый,Чёткий,Нежно-розовый,Тёмный-шоколяд,Истинно-серый,Канареечный,Ярко-голубой,Кровь с молоком,Не играл(а),Нет,0
,,,,0,,,,0.5,1,1,0.5,1,,1,1,1,0.5,1,0.5,,0.5,0.5,,1,0.5,1,,1,,,0.5,1,0.5,1,,,12
15.06.2019 14:57:40,23,мужской,Юриспруденция,5,синий,оранжевый,коричневый,зелёный,сиреневый,коричневый,синий,бордовый,фиолетовый,лазурный,оранжевый,кремовый,чёрный,фиолетовый,фиолетовый,чёрный,синий,красный,серо-зелёный,желтоватый,красный,зелёный,белый,зелёный,розовый,коричневый,серый,жёлтый,голубой,телесный,Не играл(а),Нет,0
,,,,0,,,,,1,,,1,,1,,1,,,,,,,0.5,0.5,,,,,,,,,,1,,,5
15.06.2019 15:01:52,30,мужской,"Филология, лингвистика, иностранные языки",8,Синий,Оранжевый,Коричневый,Тёмно-зелёный,Светло-сиреневый,Коричнево-голубой,Тёмно-синий,Бордовый,Фиолетовый,"Кислотно-голубой, cyan",Коралловый,Очень бледная охра,Чёрный,Сиреневый,Ярко-розовый; кислотно-розовый; а-ля Барби,Чёрный,Морской синий (затруднительно вообще),Красный,Тёмно-серый с примесью зелёного,Бело-жёлтый,Глухой красный,Тёмно-зелёный,Белый,Зелёно-голубой,Нежно-розовый,Тёмно-коричневый,Серый,(Ярко-)жёлтый,Небесный голубой,Бело-оранжевый,"Светофор, Не играл(а), В „светофор“ лишь однажды, поэтому не уверен",Нет,0
,,,,0,,,,0.5,1,,0.5,1,,1,1,1,,1,1,,0.5,,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,,0.5,1,0.5,,,8
15.06.2019 15:03:02,23,мужской,Юриспруденция,8,Синий,Зеленый,Коричневый,Зеленый,Розовый,Бурый,Фиолетовый,Коричневый,Синий,Бирюзовый,Персиковый,Бежевый,Черный,Пурпурный,Синий,Черный,Розовый,Красный,Серый,Молочный,Красный,Коричневый,Белый,Персиковый,Розоввй,Черный,Серый,Желтый,Голубой,Персиковый,Не играл(а),Нет,0
,,,,0,,,,,,1,,,,1,1,1,,1,,,,,,1,,,,1,,,,,,1,,,8
15.06.2019 15:04:10,21,женский,"Архитектура, дизайн, фотография, визуальные искусства",14,индиго,оранжевый,коричневый,зеленый,лиловый,темный пыльно-розовый,темно-синий,малиновый,ярко-фиолетовый,бирюзовый,персиковый,пастельный желтый,черный,сиреневый,фуксия,черный,"синий ""вк""",ярко-красный,цвет мокрого асфальта,молочный,коралловый,изумрудный,белый,травяной,светло-розовый,очень темно-коричневый,серый,ярко-желтый,ярко-голубой,персиковый,Не играл(а),Нет,0
,,,,0,1,,,,1,1,0.5,],0.5,1,1,0.5,,1,1,,1,0.5,1,1,1,1,,1,0.5,0.5,,0.5,0.5,1,,,14
15.06.2019 15:05:24,20,женский,Естественные науки,25,Синее диско,Апельсиновый крем,Кожа пальмы,Искусственная трава,Пепельно-розовый,Губная помада,Море в шторме,Рубин,Детские сумерки,Костюм в шоу-бизнесе,Персик,Телесный,Посуда из ИКЕА,Противные перчатки,Барби,Черно-черный,Матово-синий,Банально-красный,Асфальт,Лимонный сок,Смущённый лосось,Тупой изумрудный,Никакой,Современный дизайн,Отвратно-розовый,Смущающийся черный,Пепел,Детское солнце,Летнее небо,Румяна,Не играл(а),Нет,0
,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,1,,,25
15.06.2019 15:05:43,23,женский,Медицина,4,синий,оранжевый,коричневый ,зеленый,лиловый?...,коричневый,синий,красный,фиолетовый ,голубой,оранжево-коралловый....,желтый,черный,сиреневый ,розовый,черный,синий,красный,серо-зеленый,нежно желтый ,красный,зеленый,белый,зеленый,нежно розовый,коричневый,серый,желтый,голубой,КОЖНЫЙ,Не играл(а),Нет,0
,,,,0,,,,,1,,,,,,1,,,1,,,,,0.5,0.5,,,,,0.5,,,,,1,,,4
15.06.2019 15:12:29,28,женский,Медицина,8,Синий ,Оранжевый,Коричневый ,Зелёный ,Сиреневый ,Тёмный бежевый ,Тёмный синий ,Бордовый ,Фиолетовы й,Бирюзовый ,Лососевый ,Светлый бежевый ,Чёрный ,Насыщенный фиолетовый ,Неоновый розовый ,Черный ,Я устала отвечать. Пыльный синий ,Яркий красный ,"Мокрый асфальт. Шучу, серый ",Слоновая кость ,Теплый розовый ,Тёмный зелёный ,Белый ,Светло зелёный ,Пыльный розовый ,Тёмный коричневый ,Серый ,Желтый,Голубой ,Не знаю ,Не играл(а),Нет,0
,,,,0,,,,,1,1,0.5,1,,1,1,1,,0.5,0.5,,0.5,0.5,1,1,0.5,0.5,,0.5,1,0.5,,,,-1,,,8
15.06.2019 15:16:52,18,женский,IT,11,Синий,Оранжевый ,Коричневый ,Темно зелёный ,Йогуртовый ,Матово коричневый,Темно синий,Малиновый,Фиолетовый,Аква,Дынный ,Бежевый,Чёрный,Сливовый,Ярко фиолетовый ,Чёрный ,Джинсовый ,Красный ,Серый,Прозрачный желтый ,Коралловый ,Темно зелёный ,Белый ,Изумрудный ,Розовый ,Коричневый ,Серый,Желтый ,Небесный ,Розово-бежевый,"Красочки в коробочку, Светофор",Нет,0
,,,,0,,,,0.5,1,0.5,0.5,1,,1,1,1,,1,0.5,,1,,,0.5,1,0.5,,1,,,,,1,1,,,11
15.06.2019 15:19:50,23,женский,"Филология, лингвистика, иностранные языки",17,синий,золотистый горчичный,коричневый,зеленый,лиловый,какао,темно-синий,пурпурно красный,фиолетовый,циан,персиковый,топленое молоко,свежий асфальт,пурпурный,розовый Барби,Черный,матовый темно-голубой,ярко-красный,мокрый асфальт,молочный,лососевый,темно-зеленый,белый,мятный,нежно розовый,темный шоколад,серый,желтый,летнее небо,телесный,Светофор,Нет,0
,,,,0,,1,,,1,1,0.5,0.5,1,1,1,1,1,1,1,,0.5,0.5,1,1,1,0.5,,1,0.5,1,,,1,1,,,17
15.06.2019 15:21:20,30,женский,"Филология, лингвистика, иностранные языки",12,Синий,"Желтовато-оранжевый, апельсиновый",Коричневый,Зелёный,"Сиреневый, лавандовый","Коричневый с сиреневым оттенком, тауп",Тёмно-синий,"Бордовый, тёмно-красный",Фиолетовый,Кислотно-голубой,Персиковый,"Бежевый, светло-песочный",Чёрный,"Фиолетовый, красновато-фиолетовый",Фуксия,Чёрный,Приглушённо-синий,"Красный, алый",Зеленовато-серый,Цвет слоновой кости,Коралловый,Тёмно-зелёный,Белый,Светло-зелёный,"Розовый, молочно-розовый",Тёмно-коричневый,Серый,"Жёлтый, неоновый жёлтый","Голубой, тёмно-голубой","Персиковый (если речь о коже), бежево-розовый","«Чёрный, белый не берите, да и нет не говорите»",Нет,0
,,,,0,,1,,,1,1,0.5,1,,0.5,1,1,,0.5,1,,0.5,1,0.5,1,1,0.5,,0.5,1,0.5,,0.5,0.5,1,,,12
15.06.2019 15:28:59,24,женский,Юриспруденция,30,"Серьзность, основательность",Эксцентризм,Оседлость,Развитие,Наслаждение,Основательный,Задумчивость,"Решимость, уверенность","Неопределенность, неудовлетворение",Расслабление,Бодрость,Спокойство,Скорбь,Цветение,Бодрость,Грусть,Основательность,Агрессия,Мутность,Чистота,Агрессия,Развитие,Чистота искренность,Молодость,Наслаждение,Основательность оседлость,Грусть,Недовольство,Расслабление,Повседневность,"Светофор, Цвета",Нет,0
